Movie Name,Gross collection,Stars,Genre,Votes
Ghostbusters,$128.34M,"['Melissa McCarthy', 'Kristen Wiig', 'Kate McKinnon', 'Leslie Jones']","Action, Comedy, Fantasy","237,984"
Boss Level,-,"['Frank Grillo', 'Mel Gibson', 'Naomi Watts', 'Michelle Yeoh']","Action, Adventure, Comedy","73,811"
The Outpost,-,"['Scott Eastwood', 'Caleb Landry Jones', 'Orlando Bloom', 'Jack Kesy']","Action, Drama, History","37,616"
The Score,$71.07M,"['Robert De Niro', 'Edward Norton', 'Marlon Brando', 'Angela Bassett']","Action, Crime, Drama","131,243"
Green Zone,$35.05M,"['Matt Damon', 'Jason Isaacs', 'Greg Kinnear', 'Igal Naor']","Action, Drama, Thriller","140,221"
The Long Kiss Goodnight,$33.33M,"['Geena Davis', 'Samuel L. Jackson', 'Yvonne Zima', 'Craig Bierko']","Action, Crime, Drama","82,754"
Logan's Run,$25.00M,"['Michael York', 'Jenny Agutter', 'Richard Jordan', 'Roscoe Lee Browne']","Action, Adventure, Sci-Fi","59,153"
Chappie,$31.57M,"['Sharlto Copley', 'Dev Patel', 'Hugh Jackman', 'Sigourney Weaver']","Action, Crime, Drama","261,045"
Shin Godzilla,$1.92M,"['Shinji Higuchi', 'Hiroki Hasegawa', 'Yutaka Takenouchi', 'Satomi Ishihara', 'Ren Ôsugi']","Action, Drama, Horror","30,106"
You Only Live Twice,$43.08M,"['Sean Connery', 'Akiko Wakabayashi', 'Mie Hama', 'Tetsurô Tanba']","Action, Adventure, Thriller","113,819"
Spies in Disguise,$66.76M,"['Troy Quane', 'Rachel Brosnahan', 'Jarrett Bruno', 'Claire Crosby', 'Toru Uchikado']","Animation, Action, Adventure","53,279"
Unstoppable,$81.56M,"['Denzel Washington', 'Chris Pine', 'Rosario Dawson', 'Ethan Suplee']","Action, Thriller","202,776"
Dog Soldiers,-,"['Sean Pertwee', 'Kevin McKidd', 'Emma Cleasby', 'Liam Cunningham']","Action, Horror, Thriller","63,197"
Unknown,$63.69M,"['Liam Neeson', 'Diane Kruger', 'January Jones', 'Aidan Quinn']","Action, Mystery, Thriller","265,861"
Tristan + Isolde,$14.73M,"['James Franco', 'Sophia Myles', 'Rufus Sewell', ""David O'Hara""]","Action, Drama, Romance","53,595"
Four Brothers,$74.49M,"['Mark Wahlberg', 'Tyrese Gibson', 'André 3000', 'Garrett Hedlund']","Action, Crime, Drama","152,296"
A Prayer Before Dawn,-,"['Joe Cole', 'Cherry Miko', 'Vithaya Pansringarm', 'Panya Yimmumphai']","Action, Biography, Crime","25,081"
Street Kings,$26.42M,"['Keanu Reeves', 'Forest Whitaker', 'Hugh Laurie', 'Chris Evans']","Action, Crime, Thriller","117,024"
Enemy Mine,$4.27M,"['Dennis Quaid', 'Louis Gossett Jr.', 'Brion James', 'Richard Marcus']","Action, Adventure, Drama","49,918"
Who Am I?,-,"['Jackie Chan', 'Jackie Chan', 'Michelle Ferre', 'Mirai Yamamoto', 'Ron Smerczak']","Action, Adventure, Comedy","41,743"
El Mariachi,$2.04M,"['Carlos Gallardo', 'Consuelo Gómez', 'Jaime de Hoyos', 'Peter Marquardt']","Action, Crime, Thriller","69,527"
Harsh Times,$3.34M,"['Christian Bale', 'Freddy Rodríguez', 'Eva Longoria', 'Chaka Forman']","Action, Crime, Drama","67,342"
We Own the Night,$28.56M,"['Joaquin Phoenix', 'Mark Wahlberg', 'Eva Mendes', 'Danny Hoch']","Action, Crime, Drama","91,029"
Dead Snow 2: Red vs. Dead,-,"['Geir Vegar Hoel', 'Ørjan Gamst', 'Martin Starr', 'Jocelyn DeBoer']","Action, Comedy, Fantasy","25,882"
Black Panther: Wakanda Forever,$453.72M,"['Letitia Wright', ""Lupita Nyong'o"", 'Danai Gurira', 'Winston Duke']","Action, Adventure, Drama","277,481"
In Time,$37.52M,"['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy', 'Olivia Wilde']","Action, Sci-Fi, Thriller","426,259"
Bumblebee,$127.20M,"['Hailee Steinfeld', 'Jorge Lendeborg Jr.', 'John Cena', 'Jason Drucker']","Action, Adventure, Sci-Fi","178,754"
Road House,$30.05M,"['Patrick Swayze', 'Kelly Lynch', 'Sam Elliott', 'Ben Gazzara']","Action, Thriller","80,990"
Black Widow,$183.65M,"['Scarlett Johansson', 'Florence Pugh', 'David Harbour', 'Rachel Weisz']","Action, Adventure, Sci-Fi","401,399"
Armageddon,$201.57M,"['Bruce Willis', 'Billy Bob Thornton', 'Ben Affleck', 'Liv Tyler']","Action, Adventure, Sci-Fi","438,267"
Jumanji: The Next Level,$316.83M,"['Dwayne Johnson', 'Jack Black', 'Kevin Hart', 'Karen Gillan']","Action, Adventure, Comedy","266,433"
Kingsman: The Golden Circle,$100.23M,"['Taron Egerton', 'Colin Firth', 'Mark Strong', 'Channing Tatum']","Action, Adventure, Comedy","346,088"
Teenage Mutant Ninja Turtles,$135.27M,"['Judith Hoag', 'Elias Koteas', 'Josh Pais', 'David Forman']","Action, Adventure, Comedy","98,342"
The Adam Project,-,"['Ryan Reynolds', 'Walker Scobell', 'Mark Ruffalo', 'Jennifer Garner']","Action, Adventure, Comedy","216,590"
Violent Night,-,"['David Harbour', 'John Leguizamo', ""Beverly D'Angelo"", 'Alex Hassell']","Action, Comedy, Crime","74,682"
Midway,$56.85M,"['Ed Skrein', 'Patrick Wilson', 'Woody Harrelson', 'Luke Evans']","Action, Drama, History","90,411"
The Old Guard,-,"['Charlize Theron', 'KiKi Layne', 'Matthias Schoenaerts', 'Marwan Kenzari']","Action, Thriller","174,919"
Wanted,$134.51M,"['Angelina Jolie', 'James McAvoy', 'Morgan Freeman', 'Terence Stamp']","Action, Crime, Thriller","399,467"
Commando,$35.10M,"['Arnold Schwarzenegger', 'Rae Dawn Chong', 'Dan Hedaya', 'Vernon Wells']","Action, Adventure, Thriller","168,871"
Escape Plan,$25.13M,"['Sylvester Stallone', 'Arnold Schwarzenegger', '50 Cent', ""Vincent D'Onofrio""]","Action, Thriller","250,926"
King Arthur: Legend of the Sword,$39.18M,"['Charlie Hunnam', 'Astrid Bergès-Frisbey', 'Jude Law', 'Djimon Hounsou']","Action, Adventure, Drama","224,644"
Warcraft,$47.37M,"['Travis Fimmel', 'Paula Patton', 'Ben Foster', 'Dominic Cooper']","Action, Adventure, Fantasy","271,594"
The A-Team,$77.22M,"['Liam Neeson', 'Bradley Cooper', 'Sharlto Copley', 'Jessica Biel']","Action, Adventure, Crime","264,362"
The Running Man,$38.12M,"['Arnold Schwarzenegger', 'Maria Conchita Alonso', 'Yaphet Kotto', 'Jim Brown']","Action, Sci-Fi, Thriller","159,935"
The Wolverine,$132.56M,"['Hugh Jackman', 'Will Yun Lee', 'Tao Okamoto', 'Rila Fukushima']","Action, Sci-Fi","479,934"
Atomic Blonde,$51.69M,"['Charlize Theron', 'James McAvoy', 'John Goodman', 'Eddie Marsan']","Action, Thriller","200,515"
Demolition Man,$58.06M,"['Sylvester Stallone', 'Wesley Snipes', 'Sandra Bullock', 'Nigel Hawthorne']","Action, Sci-Fi, Thriller","185,342"
The Equalizer 2,$102.08M,"['Denzel Washington', 'Pedro Pascal', 'Ashton Sanders', 'Orson Bean']","Action, Crime, Thriller","171,287"
Rush Hour 2,$226.16M,"['Jackie Chan', 'Chris Tucker', 'John Lone', 'Ziyi Zhang']","Action, Comedy, Crime","230,119"
No Escape,$27.29M,"['Lake Bell', 'Pierce Brosnan', 'Owen Wilson', 'Thanawut Ketsaro']","Action, Thriller","89,963"
Live and Let Die,$35.38M,"['Roger Moore', 'Yaphet Kotto', 'Jane Seymour', 'Clifton James']","Action, Adventure, Thriller","111,878"
Safe House,$126.37M,"['Denzel Washington', 'Ryan Reynolds', 'Robert Patrick', 'Vera Farmiga']","Action, Thriller","229,533"
Zombieland: Double Tap,$73.12M,"['Woody Harrelson', 'Jesse Eisenberg', 'Emma Stone', 'Abigail Breslin']","Action, Comedy, Horror","190,591"
Tron,$33.00M,"['Jeff Bridges', 'Bruce Boxleitner', 'David Warner', 'Cindy Morgan']","Action, Adventure, Sci-Fi","125,679"
The Living Daylights,$51.19M,"['Timothy Dalton', ""Maryam d'Abo"", 'Jeroen Krabbé', 'Joe Don Baker']","Action, Adventure, Thriller","102,592"
The Man with the Golden Gun,$20.97M,"['Roger Moore', 'Christopher Lee', 'Britt Ekland', 'Maud Adams']","Action, Adventure, Thriller","109,674"
Blade II,$82.35M,"['Wesley Snipes', 'Kris Kristofferson', 'Ron Perlman', 'Leonor Varela']","Action, Horror, Sci-Fi","226,730"
The Last Starfighter,$28.73M,"['Lance Guest', 'Robert Preston', 'Kay E. Kuter', 'Dan Mason']","Action, Adventure, Sci-Fi","44,480"
Angels & Demons,$133.38M,"['Tom Hanks', 'Ewan McGregor', 'Ayelet Zurer', 'Stellan Skarsgård']","Action, Mystery, Thriller","301,841"
The Salvation,$0.01M,"['Mads Mikkelsen', 'Eva Green', 'Jeffrey Dean Morgan', 'Eric Cantona']","Action, Drama, Thriller","41,241"
Pandorum,$10.33M,"['Dennis Quaid', 'Ben Foster', 'Cam Gigandet', 'Antje Traue']","Action, Horror, Mystery","155,399"
Super,$0.32M,"['Rainn Wilson', 'Elliot Page', 'Liv Tyler', 'Kevin Bacon']","Action, Comedy, Crime","82,353"
The Matrix Revolutions,$139.31M,"['Lilly Wachowski', 'Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving']","Action, Sci-Fi","527,992"
Jungle,-,"['Daniel Radcliffe', 'Thomas Kretschmann', 'Alex Russell', 'Joel Jackson']","Action, Adventure, Biography","60,246"
Wyatt Earp,$25.05M,"['Kevin Costner', 'Dennis Quaid', 'Gene Hackman', 'David Andrews']","Action, Adventure, Biography","53,269"
For Your Eyes Only,$62.30M,"['Roger Moore', 'Carole Bouquet', 'Topol', 'Lynn-Holly Johnson']","Action, Adventure, Thriller","105,034"
Out of the Furnace,$11.33M,"['Christian Bale', 'Casey Affleck', 'Zoe Saldana', 'Woody Harrelson']","Action, Crime, Drama","121,094"
The Grey,$51.58M,"['Liam Neeson', 'Dermot Mulroney', 'Frank Grillo', 'Dallas Roberts']","Action, Adventure, Drama","257,982"
Hot Shots!,$69.47M,"['Charlie Sheen', 'Cary Elwes', 'Valeria Golino', 'Lloyd Bridges']","Action, Comedy","112,839"
On Her Majesty's Secret Service,$22.80M,"['George Lazenby', 'Diana Rigg', 'Telly Savalas', 'Gabriele Ferzetti']","Action, Adventure, Thriller","95,852"
The Guest,$0.32M,"['Dan Stevens', 'Sheila Kelley', 'Maika Monroe', 'Joel David Moore']","Action, Mystery, Thriller","103,572"
Hardcore Henry,$9.25M,"['Sharlto Copley', 'Tim Roth', 'Haley Bennett', 'Danila Kozlovskiy']","Action, Adventure, Sci-Fi","99,146"
The Finest Hours,$27.57M,"['Chris Pine', 'Casey Affleck', 'Ben Foster', 'Eric Bana']","Action, Drama, History","68,940"
Attack the Block,$1.02M,"['John Boyega', 'Jodie Whittaker', 'Alex Esmail', 'Leeon Jones']","Action, Adventure, Comedy","109,423"
Appaloosa,$20.21M,"['Ed Harris', 'Viggo Mortensen', 'Renée Zellweger', 'Jeremy Irons']","Action, Crime, Drama","62,996"
2 Guns,$75.61M,"['Denzel Washington', 'Mark Wahlberg', 'Paula Patton', 'Bill Paxton']","Action, Thriller","219,653"
Absolute Power,$50.01M,"['Clint Eastwood', 'Gene Hackman', 'Ed Harris', 'Laura Linney']","Action, Crime, Drama","58,191"
The Enforcer,$46.20M,"['Clint Eastwood', 'Tyne Daly', 'Harry Guardino', 'Bradford Dillman']","Action, Crime, Thriller","47,542"
Backdraft,$77.87M,"['Kurt Russell', 'William Baldwin', 'Robert De Niro', 'Donald Sutherland']","Action, Drama, Mystery","84,297"
Lethal Weapon 3,$144.73M,"['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo']","Action, Crime, Thriller","173,911"
Harriet,-,"['Cynthia Erivo', 'Janelle Monáe', 'Leslie Odom Jr.', 'Joe Alwyn']","Action, Biography, Drama","29,072"
Gangster Squad,$46.00M,"['Sean Penn', 'Ryan Gosling', 'Emma Stone', 'Giovanni Ribisi']","Action, Crime, Drama","219,387"
Death Sentence,$9.53M,"['Kevin Bacon', 'John Goodman', 'Kelly Preston', 'Garrett Hedlund']","Action, Crime, Drama","73,433"
Conspiracy Theory,$75.98M,"['Mel Gibson', 'Julia Roberts', 'Patrick Stewart', 'Cylk Cozart']","Action, Mystery, Thriller","104,165"
Colors,$46.62M,"['Sean Penn', 'Robert Duvall', 'Maria Conchita Alonso', 'Randy Brooks']","Action, Crime, Drama","28,426"
Underworld: Evolution,$62.32M,"['Kate Beckinsale', 'Scott Speedman', 'Bill Nighy', 'Tony Curran']","Action, Fantasy, Thriller","205,245"
Pete's Dragon,$76.23M,"['Bryce Dallas Howard', 'Robert Redford', 'Oakes Fegley', 'Oona Laurence']","Action, Adventure, Comedy","60,369"
Hamburger Hill,$13.84M,"['Anthony Barrile', 'Michael Boatman', 'Don Cheadle', 'Michael Dolan']","Action, Drama, Thriller","26,932"
Ransom,$136.49M,"['Mel Gibson', 'Gary Sinise', 'Rene Russo', 'Brawley Nolte']","Action, Crime, Thriller","132,075"
Rumble in the Bronx,$32.39M,"['Jackie Chan', 'Anita Mui', 'Françoise Yip', 'Bill Tung']","Action, Comedy, Crime","44,433"
Machine Gun Preacher,$0.54M,"['Gerard Butler', 'Michelle Monaghan', 'Michael Shannon', 'Kathy Baker']","Action, Biography, Crime","67,755"
Stakeout,$65.67M,"['Richard Dreyfuss', 'Emilio Estevez', 'Madeleine Stowe', 'Aidan Quinn']","Action, Comedy, Crime","27,808"
Hidalgo,$67.29M,"['Viggo Mortensen', 'Omar Sharif', 'Zuleikha Robinson', 'Louise Lombard']","Action, Adventure, Biography","84,075"
Tales from the Crypt: Demon Knight,$21.09M,"['Billy Zane', 'William Sadler', 'Jada Pinkett Smith', 'Brenda Bakke']","Action, Fantasy, Horror","25,231"
Om Shanti Om,$3.60M,"['Shah Rukh Khan', 'Deepika Padukone', 'Arjun Rampal', 'Kirron Kher']","Action, Comedy, Drama","46,622"
Nothing to Lose,$44.46M,"['Martin Lawrence', 'Tim Robbins', 'John C. McGinley', 'Giancarlo Esposito']","Action, Adventure, Comedy","48,178"
Brooklyn's Finest,$27.15M,"['Richard Gere', 'Don Cheadle', 'Ethan Hawke', 'Wesley Snipes']","Action, Crime, Drama","65,245"
Blood and Bone,-,"['Michael Jai White', 'Julian Sands', 'Eamonn Walker', 'Dante Basco']","Action, Crime, Drama","34,807"
The Brave One,$36.79M,"['Jodie Foster', 'Terrence Howard', 'Naveen Andrews', 'Nicky Katt']","Action, Crime, Drama","62,236"
The Brothers Bloom,$3.52M,"['Rachel Weisz', 'Adrien Brody', 'Mark Ruffalo', 'Rinko Kikuchi']","Action, Adventure, Comedy","51,872"
Wild Target,$0.12M,"['Bill Nighy', 'Emily Blunt', 'Rupert Grint', 'Rupert Everett']","Action, Comedy, Crime","39,359"
Turbo Kid,$0.05M,"['Anouk Whissell', 'Yoann-Karl Whissell', 'Munro Chambers', 'Laurence Leboeuf', 'Michael Ironside', 'Edwin Wright']","Action, Adventure, Comedy","28,987"
Antim: The Final Truth,-,"['Salman Khan', 'Aayush Sharma', 'Mahima Makwana', 'Mahesh Manjrekar']","Action, Crime, Drama","41,734"
Venom,$213.52M,"['Tom Hardy', 'Michelle Williams', 'Riz Ahmed', 'Scott Haze']","Action, Adventure, Sci-Fi","510,940"
Pirates of the Caribbean: On Stranger Tides,$241.06M,"['Johnny Depp', 'Penélope Cruz', 'Ian McShane', 'Geoffrey Rush']","Action, Adventure, Fantasy","544,587"
Red Sparrow,$46.87M,"['Jennifer Lawrence', 'Joel Edgerton', 'Matthias Schoenaerts', 'Charlotte Rampling']","Action, Drama, Thriller","193,773"
The Incredible Hulk,$134.52M,"['Edward Norton', 'Liv Tyler', 'Tim Roth', 'William Hurt']","Action, Adventure, Sci-Fi","508,355"
Divergent,$150.95M,"['Shailene Woodley', 'Theo James', 'Kate Winslet', 'Jai Courtney']","Action, Adventure, Mystery","473,584"
Ender's Game,$61.74M,"['Harrison Ford', 'Asa Butterfield', 'Hailee Steinfeld', 'Abigail Breslin']","Action, Adventure, Sci-Fi","247,945"
Joy Ride,$21.97M,"['Steve Zahn', 'Paul Walker', 'Leelee Sobieski', 'Jessica Bowman']","Action, Mystery, Thriller","72,923"
Kong: Skull Island,$168.05M,"['Tom Hiddleston', 'Samuel L. Jackson', 'Brie Larson', 'John C. Reilly']","Action, Adventure, Fantasy","332,360"
The Amazing Spider-Man 2,$202.85M,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Paul Giamatti']","Action, Adventure, Sci-Fi","516,929"
The Hunger Games: Mockingjay - Part 1,$337.14M,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson']","Action, Adventure, Sci-Fi","474,796"
Enola Holmes,-,"['Millie Bobby Brown', 'Henry Cavill', 'Sam Claflin', 'Helena Bonham Carter']","Action, Adventure, Crime","206,151"
Star Wars: Episode II - Attack of the Clones,$310.68M,"['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor', 'Christopher Lee']","Action, Adventure, Fantasy","733,427"
The Other Guys,$119.22M,"['Will Ferrell', 'Mark Wahlberg', 'Derek Jeter', 'Eva Mendes']","Action, Comedy, Crime","278,877"
Jungle Cruise,$116.99M,"['Dwayne Johnson', 'Emily Blunt', 'Edgar Ramírez', 'Jack Whitehall']","Action, Adventure, Comedy","201,802"
Anna,$7.74M,"['Sasha Luss', 'Helen Mirren', 'Luke Evans', 'Cillian Murphy']","Action, Thriller","87,941"
John Carter,$73.08M,"['Taylor Kitsch', 'Lynn Collins', 'Willem Dafoe', 'Samantha Morton']","Action, Adventure, Sci-Fi","279,989"
The Fate of the Furious,$226.01M,"['Vin Diesel', 'Jason Statham', 'Dwayne Johnson', 'Michelle Rodriguez']","Action, Crime, Thriller","244,370"
The Harder They Fall,-,"['Jonathan Majors', 'Zazie Beetz', 'RJ Cyler', 'Edi Gathegi']","Action, Drama, Western","67,720"
The Final Countdown,$16.65M,"['Kirk Douglas', 'Martin Sheen', 'Katharine Ross', 'James Farentino']","Action, Adventure, Sci-Fi","25,714"
Quantum of Solace,$168.37M,"['Daniel Craig', 'Olga Kurylenko', 'Mathieu Amalric', 'Judi Dench']","Action, Adventure, Mystery","459,625"
Jason Bourne,$162.43M,"['Matt Damon', 'Tommy Lee Jones', 'Alicia Vikander', 'Vincent Cassel']","Action, Thriller","234,944"
X-Men: The Last Stand,$234.36M,"['Patrick Stewart', 'Hugh Jackman', 'Halle Berry', 'Famke Janssen']","Action, Adventure, Sci-Fi","528,853"
Elysium,$93.05M,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley', 'Alice Braga']","Action, Drama, Sci-Fi","459,335"
Smokin' Aces,$35.66M,"['Jeremy Piven', 'Ryan Reynolds', 'Ray Liotta', 'Joseph Ruskin']","Action, Comedy, Crime","149,180"
Resident Evil,$40.12M,"['Milla Jovovich', 'Michelle Rodriguez', 'Ryan McCluskey', 'Oscar Pearce']","Action, Horror, Sci-Fi","279,900"
The Bourne Legacy,$113.20M,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton', 'Scott Glenn']","Action, Adventure, Thriller","309,559"
Hunter Killer,$15.77M,"['Gerard Butler', 'Gary Oldman', 'Common', 'Linda Cardellini']","Action, Thriller","67,981"
The Heat,$159.58M,"['Sandra Bullock', 'Michael McDonald', 'Melissa McCarthy', 'Demián Bichir']","Action, Comedy, Crime","177,545"
New Jack City,$47.62M,"['Wesley Snipes', 'Ice-T', 'Allen Payne', 'Chris Rock']","Action, Crime, Drama","37,301"
Adrift,$31.45M,"['Shailene Woodley', 'Sam Claflin', 'Jeffrey Thomas', 'Elizabeth Hawthorne']","Action, Adventure, Biography","59,450"
Austin Powers: The Spy Who Shagged Me,$206.04M,"['Mike Myers', 'Heather Graham', 'Michael York', 'Robert Wagner']","Action, Adventure, Comedy","241,687"
The Chronicles of Riddick,$57.76M,"['Vin Diesel', 'Judi Dench', 'Colm Feore', 'Thandiwe Newton']","Action, Adventure, Sci-Fi","236,620"
Robin Hood,$105.27M,"['Russell Crowe', 'Cate Blanchett', 'Matthew Macfadyen', 'Max von Sydow']","Action, Adventure, Drama","276,172"
Prince of Persia: The Sands of Time,$90.76M,"['Jake Gyllenhaal', 'Gemma Arterton', 'Ben Kingsley', 'Alfred Molina']","Action, Adventure, Fantasy","297,252"
30 Days of Night,$39.57M,"['Josh Hartnett', 'Melissa George', 'Danny Huston', 'Ben Foster']","Action, Adventure, Horror","183,279"
The Expendables 2,$85.02M,"['Sylvester Stallone', 'Liam Hemsworth', 'Randy Couture', 'Jean-Claude Van Damme']","Action, Adventure, Thriller","314,561"
Licence to Kill,$34.67M,"['Timothy Dalton', 'Robert Davi', 'Carey Lowell', 'Talisa Soto']","Action, Adventure, Thriller","108,609"
Machete,$26.59M,"['Robert Rodriguez', 'Danny Trejo', 'Michelle Rodriguez', 'Robert De Niro', 'Jessica Alba']","Action, Crime, Thriller","201,084"
The 13th Warrior,$32.70M,"['Michael Crichton', 'Antonio Banderas', 'Diane Venora', 'Dennis Storhøi', 'Vladimir Kulich']","Action, Adventure, History","128,679"
Overlord,$21.70M,"['Jovan Adepo', 'Wyatt Russell', 'Mathilde Ollivier', 'Pilou Asbæk']","Action, Horror, Sci-Fi","103,256"
The Rundown,$47.73M,"['Dwayne Johnson', 'Seann William Scott', 'Christopher Walken', 'Rosario Dawson']","Action, Adventure, Comedy","110,688"
Bad Boys II,$138.61M,"['Will Smith', 'Martin Lawrence', 'Gabrielle Union', 'Jordi Mollà']","Action, Comedy, Crime","259,553"
Crocodile Dundee,$174.64M,"['Paul Hogan', 'Linda Kozlowski', 'John Meillon', 'David Gulpilil']","Action, Adventure, Comedy","110,905"
Shanghai Noon,$56.94M,"['Jackie Chan', 'Owen Wilson', 'Lucy Liu', 'Brandon Merrill']","Action, Adventure, Comedy","131,854"
Alpha,$35.85M,"['Kodi Smit-McPhee', 'Jóhannes Haukur Jóhannesson', 'Marcin Kowalczyk', 'Jens Hultén']","Action, Adventure, Drama","64,636"
Black Rain,$46.21M,"['Michael Douglas', 'Andy Garcia', 'Ken Takakura', 'Kate Capshaw']","Action, Crime, Drama","57,543"
Flushed Away,$64.67M,"['Sam Fell', 'Hugh Jackman', 'Kate Winslet', 'Ian McKellen', 'Jean Reno']","Animation, Action, Adventure","133,052"
Ghostbusters II,$112.49M,"['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis']","Action, Comedy, Fantasy","214,812"
The Lego Movie 2: The Second Part,$105.81M,"['Chris Pratt', 'Elizabeth Banks', 'Will Arnett', 'Tiffany Haddish']","Animation, Action, Adventure","72,380"
U-571,$77.09M,"['Matthew McConaughey', 'Bill Paxton', 'Harvey Keitel', 'Jon Bon Jovi']","Action, War","84,385"
Edge of Darkness,$43.31M,"['Mel Gibson', 'Ray Winstone', 'Danny Huston', 'Bojana Novakovic']","Action, Drama, Thriller","96,822"
Lethal Weapon 4,$130.44M,"['Mel Gibson', 'Danny Glover', 'Joe Pesci', 'Rene Russo']","Action, Crime, Thriller","168,225"
Tears of the Sun,$43.73M,"['Bruce Willis', 'Cole Hauser', 'Monica Bellucci', 'Eamonn Walker']","Action, Drama, Thriller","126,880"
The Informer,-,"['Joel Kinnaman', 'Rosamund Pike', 'Common', 'Mateusz Kosciukiewicz']","Action, Crime, Drama","39,955"
Outbreak,$67.82M,"['Dustin Hoffman', 'Rene Russo', 'Morgan Freeman', 'Kevin Spacey']","Action, Drama, Thriller","133,818"
